index,label,preprocessed_news
490,fake,saiba presidenciavel conquistando votos eleitores ensino superior instituto parana pesquisas surpreendeu analistas politicos revelacao presidenciavel conquistando eleitores ensino superior surpreendente resultado pode indicar reviravolta todos outros grupos supremo tribunal federal joaquim barbosa preferido eleicoes presidenciais eleitores ensino superior mostra estudo inedito instituto parana pesquisas segundo levantamento barbosa intencoes voto desta parcela populacao lula vem segundo jair bolsonaro terceiro quarto aecio neves pesquisa surpreendente revelar deputado jair bolsonaro tambem crescendo eleitores nivel superior antes crescimento so percebido eleitores escolaridade media fundamental importante destacar bolsonaro tambem bem frente politicos participaram outras disputas eleitorais tais dilma rousseff marina silva ciro gomes cristovam buarque ronaldo caiado joaquim barbosa fortemente cotado ser chapa marina silva rede sustentabilidade entanto ascensao vertiginosa pode vir candidato presidente companhia ambientalista ja derrotada duas eleicoes analistas politicos apontam articulacoes joaquim barbosa sergio moro virem juntos chapa chances conquistar eleicao primeiro turno pesquisa feita eleitores estimulada traz nomes apresentados instituto
491,fake,lula cobrou gratidao janot tomou nocaute devo nada ninguem lula grampos flagrados pf cobrou gratidao rodrigo janot janot escolhido presidente dilma rousseff substituir roberto gurgel cargo maximo republica lula queria cobrar divida janot prontamente respondeu cargos publicos nao sao dados presente grato familia fiz concurso estudei caramba anos carreira acordo relato jamil chade estadao janot afirmou trabalho republicano nao ha pessoa investigacao ninguem imune ninguem dilma sera investigada tambem
492,fake,chefe operacoes odebrecht revela politicos recebiam propinas ate zona executivos odebrecht fez revelacao pouco surpreendente hilberto mascarenhas detalhou pagas propinas engravatados brasilia varios casos propina paga exterior atraves contas offshore sao contas abertas paraisos fiscais pagar minimo imposto tambem facilitar ocultacao dinheiro ja territorio nacional propina tambem chamada molhadela gorjeta gratificacao molhadura etc entregue cash dinheiro vivo acomodado mochilas cada mochila continha ate mil reais eis parte grotesca molhadelas entregues locais neutros hoteis botecos restaurantes ate zonas voce leu boate bordel cabare politicos recebiam dinheiro sujo ate zona voce nao ideia lugares absurdos cabare encontrava pessoa preposto ia la pegava trecho depoimento postado site antagonista confiram abaixo
493,fake,fazenda indica amargou trilhao reais sonegacao fiscal sindicato nacional procuradores fazenda sinprofaz estima perdas sonegacao somente chegaram r bilhoes acordo lista divulgada ministerio fazenda soma dividas maiores devedores ultrapassava r bilhoes ano passado somente maiores devedores maior devedora fazenda hoje mineradora vale privatizada durante governo fhc s r bilhoes dividas desse valor r bilhoes cobranca suspensa meio acoes judiciais empresa contra fazenda segundo lugar aparece carital brasil antiga parmalat r bilhoes dividas fazenda petrobras aparece terceiro lugar dividas ultrapassam r bilhoes outros gigantes tambem fazem parte lista bancos bradesco segundo terceiro maiores pais dividas r bilhao r bilhoes respectivamente fazenda espanhol santander tambem figura lista divida r milhoes ramo varejista companhia brasileira distribuicao dona marcas pao acucar qualita deve r bilhao multinacional quimica produtora plasticos braskem formada partir fusao seis empresas grupo odebrecht dividas r bilhoes unilever atua diversos segmentos alimentacao higiene pessoal acumula r bilhao dividas dados divulgados fazenda nacional indicam total debitos inscritos fazenda r trilhao valor equivale produto interno bruto pib nacional vezes maior sido desviado petrobras esquema revelado operacao lava jato
494,fake,agente penitenciaria recebe punicao porque chamou esposa cabral detenta agente penitenciaria chamou dama rj esposa cabral detenta pediu colocasse maos tras somente agiu dentro protocolos tratou preso preso curiosamente apos fato agente transferida unidade colega profissao nao identificado questoes seguranca disse direcao presidio bangu medo adriana ancelmo dama adriana presa desde dezembro acusada fazer parte esquema criminoso comandado cabral secretaria administracao penitenciaria divulgou nota sobre caso disse transferencia agente aconteceu problemas administrativos informacoes bandnews
495,fake,fala demais durante discurso sede pt lula fica confuso autointitula criminoso so pegar microfone maos comeca agir feito trem desgovernado ha vacuo cerebro petista boca palavras saem todas misturadas aparentar sentido algum vezes acaba complicando falar demasia durante discurso feito diretorio pt tarde hoje voltou atacar coordenador lava jato deltan dallagnol operacao lava jato nao precisa crime acha criminoso tenta colocar crime cima lula fala tanto tanto acabou autointitulando criminoso continuou atacando procurador referir sobre apresentacoes feitas powerpoint falou pt organizacao criminosa moleque entende politica disse defesa petista entrou pedido indenizacao danos morais contra dallagnol lula quer r milhao fato honra ter sido atacada fonte uol
496,fake,pf ruas desde madrugada nao policia federal ruas desde inicio desta madrugada fase desta operacao autorizada supremo tribunal federal ambito porque alguns alvos possuem foro privilegiado investigados sao pessoas ligadas diretamente senadores eunicio oliveira renan calheiros valdir raupp humberto costa mandados busca apreensao estao sendo realizados estados pernambuco alagoas tambem df neste exato momento varios agentes estao casa empresario mario beltrao recife beltrao acusado petrobras paulo roberto costa ser arrecadador financeiro pt repassar dinheiro propina senadores novas informacoes qualquer momento informacoes globo news
497,fake,ciro lado lula ultimo fim semana ha anos chamava petista trambiqueiro governo lula ciro gomes afirmou moral frouxa confira minuto video moral lula frouxa dilma nao lula dizia menos assim povo olha vou ter fazer aqui uns trambiques poder aquietar caras tirar algumas coisa voces povo percebia logica ciro tambem classificou administracao dilma ruinosa emendou presidente nao cometeu nenhum crime justifique impedimento direito mudar
498,fake,advogado protagonizou sergio moro abandona defesa lula juarez cirino santos advogados criminalistas defendem renunciou defesa dia dezembro cirino protagonizou sergio moro durante depoimento funcionaria oas encarregada supervisao triplex guaruja moro mandou advogado respeitasse advogado disse juiz atuava acusador principal juiz entao encerrou discussao respeite juizo cirino anos professor aposentado direito penal escritor advogado confira minuto video abaixo
499,fake,voce sabe medico residente vereador parana vai explicar vereador interior parana camara foz iguacu bombando redes sociais discurso nobre parlamentar reflete nivel deprimente daqueles teoricamente deveriam representar povo falar sobre requerimento colega pedia informacoes medicos residentes vereador paulo rocha pmdb disparou nao sabia medico reside hospital uai medico residindo hospital disse companheiros sessao cairam gargalhadas internet tambem nao perdoou vereador paulo ja conhecido todo brasil video parlamentar chega dizer deus ceu cara passados alguns dias rocha defendeu disse conhecimento sao medicos residentes queria chamar atencao assunto claro sei medico residente quis chamar atencao populacao problema saude explicou site enquetes realizou pesquisa eleger politico ano paulo ficou votados assista
500,fake,atentado parlamento londres advogados lula la agencia reuters confirmou trata atendado terrorista parlamento britanico londres atacado hoje inicio tarde acordo imprensa europeia duas pessoas morreram dezenas ficaram feridas theresa may britanica passava sabatina hora ataque cristiano zanin valeska teixeira advogados lula entravam parlamento correria comecou jornalista folha disse falou zanin telefone convidados audiencia publica iriamos dialogar sobre injusticas lula vem sofrendo repentinamente comecou correria dezenas policiais gritavam corram corram saimos correndo
501,fake,dilma vou voltar senadora voces vao ter engolir dilma rousseff anunciou entrevista impeachment nao fez desistir politica disse estara volta poder forte nunca dilma rousseff parece relaxada presidencia brasil brinca repassa apertada lista conferencias aguardam europa estados unidos primeira vez fala futuro politico nao candidata presidente republica pergunta agora atividade politica nunca vou deixar fazer nao afasto possibilidade candidatar tipo cargo senadora deputada cargos declarou entrevista exclusiva afp realizada tarde brasilia onde participou evento organizado braco feminino pt apesar impeachment dilma nao perdeu direitos politicos ocupar cargos publicos pode portanto ser candidata cargos eletivos decisao tomada senado surpreendeu porque unico precedente existia apontava contrario fernando collor mello renunciou durante impeachment ficou inabilitado ocupar cargos publicos durante oito anos anos marxista disputou apenas dois cargos eletivos vida presidencia venceu reeleicao ambas pt questionada sobre possivel desconhecesse rede subornos drenou us bilhoes petrobras financiar campanhas politicas dilma abandona semblante afavel adotou apos impeachment processos sao extremamente complicados ninguem brasil sabe todos processos corrupcao hoje afirmou dilma conserva conta twitter frase presidenta eleita brasil pais nao concede nenhum tipo pensao dilma mantem financeiramente r mensais recebe aposentadoria ter sido funcionaria estado rio grande sul completa renda aluguel quatro apartamentos familiares impeachment afilhada politica luiz inacio lula silva dilma diz nao costuma ter problemas percorrer ruas bairro tristeza onde vive porto alegre viaja rio janeiro visitar mae lembrancas impeachment ainda frescas memoria pais afirma nao ter garantias apesar contar nada impede alguem agrida declara dilma diz repassar sistematicamente documentos processo retirou poder colocou cargo michel temer acusou liderar golpe parlamentar pedras brasilia emas alvorada sabiam inventando motivo afastar afirma referencia tempo vivia palacio alvorada cercado jardins interminaveis povoados passaros chamada justica inimigo nao julga destroi acrescenta dilma diz nao guardar rancores pessoais contra levaram destituicao adiante inclui camara eduardo cunha atualmente preso nao relacao eduardo cunha nenhum sentimento vinganca qualquer coisa valha nao relacao torturador nao dou luxo torturador ter odio torturador tampouco eduardo cunha conclui alvorada dilma diz ainda nao ter nenhuma nostalgia vida palacio alvorada gigantesco edificio modernista brasilia cercado espelhos dagua jardins interminaveis volta vida real vive sozinha apartamento metros quadrados sao muitos metros afirma ironicamente comparacao metros quadrados residencia presidencial projetada famoso arquiteto oscar niemeyer inaugurada palacio nao lugar adequado voce morar impossivel nao ser voce patins skate neto afirmou meio risadas referencia imensas areas marmore residencia vivia apartamento pequeno apartamento quarto sala banheiro escritoriozinho acrescentou dilma seis anos viveu alvorada diz ter entrado espetacular piscina palacio apenas duas vezes unico arrependimento neto gostava concluiu
502,fake,confirmado blogueiro conduzido pf vazou dados investigacao assessoria lula blogueiro eduardo guimaraes conduzido ontem coercitivamente pf acabou confessando intercedeu favor lula final ano passado confirmou tudo interrogatorio pf inclusive nome fonte vazou informacoes sobre suposta acao policia federal contra receber noticia vazada avisou imediatamente contato jose crispiniano instituto lula vez alertou petista resumindo participou processo obstrucao justica alem prejudicar andamento toda investigacao pf mpf site antagonista revelou eduardo confessou tudo espontaneamente portanto nao caia nessa cilada blogueiro sendo vitima censura parte juiz federal sergio moro buraco embaixo pensava
503,fake,caminhoneiros denunciaram carne fica parada dias patio entra decomposicao ha cerca dois anos programa fantastico rede globo veiculou materia exibindo modo animais ainda sao tratados matadouros brasil visitas estados conclusao carne vendida mercado interno vinha lugares irregulares macabros sim palavra macabros apos veiculacao reportagem denuncias pararam maiores conglomerados frigorificos pais lancava campanha publicitaria jorrava milhoes reais emissoras tv inclusive contratando atores famosos dessas empresas caso comecava ser esquecido meses adiante desse esquecimento televisivo grupo caminhoneiros resolveu fazer outra denuncia demora descarregamento cargas ultrapassava dias alguns ate dias aguardando autorizacao entrega produtos hoje apos operacao carne fraca pf sabemos nao demora sim espera fiscais ministerio agricultura agraciados presentes liberar mercadoria impropria consumo situacao fica precaria apos dias parado camara fria nao consegue congelar moscas acabam entrando caminhao vira bicho carne perde todo sangue entra estado decomposicao disse luiz pereira lima caminhoneiros
504,fake,odebrecht nao reformou sitio nao sustentou filho lula nao comprou terreno instituto sqn executivo grupo odebrecht confirmou alma honesta deste pais praticou crime trafico influencia obeservacao hashtag sqn famosa twitter usada titulo acima significa so nao usada citar algo contrario realmente queremos dizer revista veja ultimo dia destacou lula recebeu vantagens indevidas lavou dinheiro diversas operacao empreiteira acordo delacao premiada executivo petista pediu diversos favores empreiteira abatidos conta corrente setor estruturado propinas empresa tais informacoes logo sofrerao quebra sigilo serao divulgadas detalhes apontam situacao podera complicar ainda alem favores pessoais veja tambem informou irmao lula recebia especie mesada odebrecht algo torno r mil documentos comprovaram atraves diversos depoimentos ja colhidos empresa marcelo odebrecht reformou sitio atibaia nao sic lula tambem consta depoimentos lote adquirido empreiteira construir nova sede instituto lula obviamente nao sic lula ainda confirmado dinheiro origem duvidosa repassado forma pagar palestras feitas petista vez afirmamos palestras tambem nao sic lula ahhh quase esquecemos odebrecht ainda custeava quase todas despesas luis claudio filho cacula lula tudo pedido proprio politico
505,fake,fruta cura tipos cancer efeito mil vezes eficaz quimioterapia graviola produto milagroso matar celulas cancerosas fruta levemente citrica cremosa pertence familia amoras cientistas descobriram mil vezes forte melhor remedio usado quimioterapia midia nao divulga fato simples porque ha organizacoes interessadas encontrar versao sintetica permitira laboratorios internacionais obter lucros fenomenais quantas pessoas voce conhece ja morreram estao morrendo cancer tudo devido ganancia busca desenfreada lucros multimilionarios grandes laboratorios graviola fruta grande polpa branca doce pode ser comida diretamente atraves sucos sorvetes doces etc beneficios incluem espectro agente contra infeccoes bacterianas fungicas sendo eficaz contra parasitas internos vermes alem regular pressao sanguinea combater stress elevado informacao veio maiores fabricantes medicamentos mundo apos centenas testes feitos laboratorio revelou propriedades graviola conseguiram destruir celulas malignas tipos cancros incluindo colon mama prostata pulmao pancreas ficou comprovado tambem extrato graviola destroi somente celulas cancer maligno nao afeta celulas saudaveis
506,fake,discurso diz volta chama governo temer safado durante discurso realizado hoje inauguracao fake transposicao rio sao francisco lula fez bla bla bla aprendi andar cabeca erguida neste pais mae nasceu analfabeta mesma ladainha sempre repetidas lula tambem citou deus rezem deus porque candidato vitoria ja garantida disse tambem arrumou tempinho chamar gestao temer safada governo ai age safadeza quer tirar aposentadoria povo quer alterar leis trabalhistas nao consegue gerar empregos petista falado morrer nao sei estarei vivo ate proximo ano enquanto unico minuto vida lutarei povo pobre desse pais encerrou lula bom discurso faz lembrar famosa frase dita membro governo nazista durante segunda guerra mentira dita cem vezes verdade dia
507,fake,temer leva comitiva paises jantar churrascaria presentes ministros governo brasileiro embaixadores enfim turma bem grande intencao principal governo afastar fantasma carne podre descoberto recentemente mega operacao policia federal tudo estaria dentro conformes nao detalhe curioso revelado funcionarios restaurante carne vaca servida local originaria argentina uruguai australia presidente comeu carne bovina frango lascou caipirinha peito encerramento jantar michel posou fotos falou rapidamente imprensa alegou nao ha motivos causar panico exterior relacao carne brasileira ressaltou fiscais sanitarios envolvidos tramoias representam parte minuscula doze mil servidores ministerio agricultura final noite secretaria comunicacao presidencia enviou nota imprensa desmentir garcons todas carnes servidas hoje presidente michel temer convidados churrascaria steak bull origem brasileira
508,fake,video mostra frangos sendo bombados agua produtos quimicos finalidade desse tipo crime contra consumidor contra saude publica aumentar artificialmente peso frangos sao vendidos varejo apos deflagracao operacao carne seca policia federal denuncias envolvendo setor alimenticio passou ter protagonismo maior redes sociais reportagem feita tv record mostra produtores usam pistolas injetar agua outros produtos carne frango objetivo fraudar consumidor aumentando peso aves alguns casos produto parecido bicarbonato sodio porem somente exame detalhado podera dizer exatidao produto quimico usado disse delegado policia imagens abaixo funcionario anonimo disse seguinte frase frango tecnologia aviao fabricado embraer
509,fake,empresas dizem estao certas entao porque pagaram propinas fiscais corruptos suecia pais preza honestidade trato coisa publica tambem nao publica costuma dizer atraves servico nacional anticorrupcao corrupcao corrupcao nao pode existir diferenca crime pequeno medio grande porte patricia carvalho diario brasil ultima semana deflagracao operacao carne fraca pf onde frigorificos autuados agir maneira ilicita tanto trato consumidor quanto questao burlar leis escandalizacao todo processo talvez petista doentes estao usando situacao alegar pf sera culpada desemprego certamente vira pais outros dementes ainda chegaram criar teoria conspiracao dizendo eua querem derrubar economia brasileira usam espionagem industrial atacar empresas governo federal tenta minimizar situacao diz tudo nao passou algo pontual sao apenas frigorificos mil exitem pais disse presidente temer ja empresas citadas negam todas acusacoes iniciaram bombardeio publicitario tv s radios google youtube enfim querem defender patrimonios nao estao erradas diante todo quadro algumas questoes ficam pairando ar empresas agem maneira imprudente imoral pode ser classificado questao pontual algum parente presidente republica contraisse cancer uso excessivo algum produto quimico questao ainda considerada pontual devemos combater corrupcao varrendo sujeira debaixo tapete devemos implementar leis incentivem setores publico privado agirem honestidade funcionarios publicos cobraram propina nao deveriam ser afastados imediatamente responder crimes cometeram apenas perderam cargos outros estao afastados temporariamente ate poeira baixar empresarios envolvidos operacao pf alegam agiram absoluto rigor transparencia processo fabricacao carnes entao porque pagaram propinas fiscais nao caso chamarem pf denunciar fiscais corruptos porque existe diferenca brutal produtos consumidos internamente produtos exportados nao hora criar leis rigidas beneficiem populacao paga imposto planeta patricia enquadro grupo reles mortais decidi formular questoes acima porque cabeca deu talvez alguma pessoa conhecimentos especificos assunto nao caso possa enviar email desmistificar provocado policia federal opressora provocadora desemprego aconteceu setor carnes nao exclusivo desse segmento setores telefonia bancos remedios serao proximos anotem ai digo
510,fake,bolsonaro recusou aceitar doacao r mil jbs publicacao deputado jair bolsonaro feita setembro redes sociais presidente pp depositou r mil conta campanha saber doador originario devolvi importancia pois preferia fazer campanha parcos recursos epoca valor transferido bolsonaro originario empresa relacoes estreitas governo corrupto empresa beneficiaria milhoes reais atraves emprestimos bndes
511,fake,comentario internauta rouba cena facebook chamou atencao internautas nao publicacao si ja doria mostrado altamente capaz mudar conceito administracao politica pais comentario rapido inteligente feito internauta paulo marcos damasceno roubou toda cena publicar referida materias redes sociais marcos fez seguinte comentario link veja brasil sido descoberto joao doria hoje economia maior usa china japao juntos vale silicio brasil selecao ja ganho copas mundo renan calheiros ja sido condenado prisao perpetua anos idade sarney nascido palmeiras mundial sao paulo linhas metro new york estatua liberdade estaria salvador portugues lingua mundial nao ingles chiclete banana maior beatles claro algumas ideias acimas sao apenas suposicoes outras apenas ironia ja pra perceber estrago positivo joao doria causando mundo politico politicos pegam carona nesse novo estilo administracao estarao fadados juntar dirceu cunha cabral cia
512,fake,bolsonaro cresceu unico pode vencer lula segundo turno pesquisa sobre eleicoes presidenciais mostram deputado federal jair messias bolsonaro nao crescer atualmente unico candidato chances reais vencer lula segundo turno reprovacao governo presidente michel temer aumentou sete pontos percentuais outubro ca segundo pesquisa realizada instituto jrd rejeicao presidente subiu outubro pesquisa deste mes cenarios divulgados nesta destaques sao crescimento intencoes voto jair bolsonaro lideranca luiz inacio lula silva pt todas simulacoes inclusive segundo turno eleicoes intencoes voto espontanea lula subiram jair bolsonaro psc subiu aparece segundo todos demais nomes mencionados queda percentual aparecem sequencia aecio neves psdb marina silva rede michel temer pmdb dilma rousseff pt geraldo alckmin psdb ciro gomes pdt aecio neves nivel queda prestigio assustador segundo turno eleicoes votos hoje restam apenas segundo turno lula venceria quase todos candidatos menos bolsonaro lula x aecio lula x temer lula x joao doria lula x marina lula x bolsonaro nao inseridas nestes numeros eleitores votariam nulo branco estao indecisos realizadas entrevistas fevereiro municipios unidades federacao margem erro pontos percentuais nivel confianca
513,fake,tony ramos sobre operacao pf nao sei faria outra campanha talvez inocentados materia publicada site ego grupo globo ramos declarou perplexo noticia apenas contratado fazer publicidade nao nenhum contato disse ator contou ja oportunidades visitar fabricas empresa afirmou consome produtos levam marca vamos esperar apuracao verdade inocentados nao sei faria outra campanha talvez sim possuem direitos vou checar informacoes encerrou
514,fake,internauta relata dia mentira frigorificos fiscais chegam escondem carne podre leia abaixo relato professora universitaria postado redes sociais alunos trabalharam frigorifico local ja ouvi muitos sobre funcionarios chamam dia mentira sabem vira fiscalizacao sim avisado porque fiscais sao vendidos guardam carne bicheiras caminhoes bau apresentam apenas abatido dia tambem dao higienizada local fiscais vao embora carnes sao retiradas caminhoes muita mosca cheiro insuportavel alem carnes sao devolvidas exterior chegam roxas aplicam produto cor pareca agradavel serem vendidas mercado local historias ouco ha anos diversos alunos perguntem ja trabalhou la infelizmente so hoje veio publico nunca tarde
515,fake,dialogo ministro justica corrupto governo cheiro carne estragada osmar serraglio atual ministro justica demonstra amizade intima eduardo presidiario cunha nao mera casualidade aliado cunha elos duvidosos daniel goncalves filho ministerio agricultura preso hoje pf acusado ser chefe organizacao criminosa goncalves encurtar assunto envenenava consumidores brasileiros carne estragada ministro justica chamava amigo delinquente grande chefe serraglio epoca deputado federal ligou daniel goncalves tentar aliviar barra dono frigorifico tipo comportamento citado dialogo acima inaceitavel criminoso antietico deputado tornou ministro justica cidadao intencoes nao merece continuar ocupando cargo tamanha importancia cheiro carne podre
516,fake,vaza video diretor brf admitindo alimentos nao qualidade esperada produtos nao qualidade gente esperava diretor executivo global brf publicou video onde pasmem admite alguns alimento produzidos grupo nao qualidade mensagem direcionada mil funcionarios empresa divulgacao vazou redes sociais brf alvo operacao carne fraca pf investiga irregularidades praticadas fiscais agropecuarios corruptos principais executivos empresa estao detidos
517,fake,criancas rede publica ensino alimentadas produtos estragados ate cancerigenos operacao deflagrada hoje pf mpf receita federal apontou ate criancas sendo alimentadas carne estragada relatorios preliminares apontaram rede escolar estadual parana recebeu carne adulterada compor merenda criancas pf informou milhares criancas escolas publicas parana alimentaram produtos vencidos estragados ate cancerigenos tudo nome interesse economico organizacao criminosa disse mauricio moscardi grillo delegado federal atraves denuncias nesses contratos comecou toda investigacao esquema fraudulento venda carnes estragadas consumidor brasileiro empresas investigadas estao brf jbs alem varias industrias porte menor fornecem insumos gigantes ramo frigorificos pagavam propinas fiscais pilantras recebiam dinheiro caixas isopor conseguiam liberacao produtos irregulares tambem relatados casos fiscais corruptos recebiam picanha frango diversas outras carnes consideradas nobres pagamento propinas
518,fake,acao pf confirmou brasileiro consome carne podre vencida maquiada acao pf conjunto receita federal mpf mostrou esquema criminoso liberava licencas frigorificos modo irregular empresas estao sendo investigadas sao responsaveis mercado carne pais acordo informacoes pf grande parte carnes vendidas mercado interno prazo validade ultrapassado mascaradas acido ascorbico disfarcar decomposicao mau cheiro produto tambem comprovado carnes estragadas usadas composicao salsichas linguicas alguns casos usado ate cabecas porcos composicao produtos brf foods proprietaria marcas sadia perdigao jbs dona friboi seara estao envolvidas crime mandados vara federal curitiba doa quais mandados busca apreensao empresas residencias principais envolvidos fraudes vale ressaltar grupo jbs so tornou gigante mercado global partir durante gestao lula epoca bndes passou liberar emprestimos milionarios conglomerado pudesse comprar concorrentes eliminar disputa mercado caro internauta rede social desses frigorificos confira milhares comentarios feitos consumidores voce nao vai acreditar link
519,fake,ministerio agricultura preso pf varios processos disciplinares daniel goncalves ministerio agricultura preso hoje pf operacao carne fraca deveria chamar carne estragada duzia processos disciplinares denuncias sobre cobranca propina epoca pasta denuncias vinham proprias empresas sentiam pressionadas funcionario publico temporario propinas denominadas ajuda custo varias empresas relataram chegaram pagar ate mil reais mes atual senadora katia abreu comandava ministerio agricultura contra indicacao funcionario acabou tomando posse pressao bancada paranaense congresso osmar serraglio ministro justica ricardo barros ministro saude defendem daniel goncalves todo custo ja pf afirmou goncalves lider quadrilha informacoes mauricio lima veja
520,fake,pesquisa instituto parana aponta cada brasileiros querem lula preso aposentado levantamento feito instituto parana pesquisas aponta entrevistados querem lula preso afastado politica informacao blog felipe moura brasil acordo dados pesquisados brasileiros esperam lula preso condenado juiz sergio moro outros acham hora petista aposentar vida politica cada brasileiros querem ver lula preso aposentado votaram favor volta lula presidencia abstiveram votar pesquisa realizada municipios brasileiros pessoas
521,fake,stf arquiva investigacoes contra aecio caso prescreveu edson fachin ministro relator lava jato stf ordenou arquivem investigacoes contra aecio neves pgr rodrigo janot recomendou transgressao atribuida senador prescreveu simples assim traduzindo miudos ficou engavetada escrivaninhas pgr uniao perdeu prazo aecio citado sergio machado beneficiario dinheiro ilegal periodo epoca exercia mandato deputado federal delacao parlamentar acusado ter recebido r milhao edson fachin confirmou suposto crime corrupcao prescreveu aecio so poderia receber possivel punicao ate ano passado recebeu r milhao plano acordo machado eleger maior numero possivel deputados federais viabilizar conducao aecio presidencia camara senador classificou declaracoes machado caluniosas covardes disse delator mentiu intencao apagar crimes obter beneficios delacao premiada caso acima relativo transpetro subsidiaria petrobras aecio ainda consta lista janot sera investigado stf conta delacoes odebrecht
522,fake,feminista exige licenca menstruacao dias abono trabalho camara analisa proposta oferece licenca mulheres ate tres dias mes durante periodo menstrual fazerem pressao sobre camara deputados feministas estao conseguindo mudanca constitucional trazerem pra clt licenca menstrual ja dificil mulher conseguir vaga mercado trabalho desta lei sera praticamente impossivel patrao vai gostar ver funcionaria dias mes ausentando trabalho enquanto presidente michel temer pmdb patrocina minirreforma flexibilizar regras trabalhistas deputado partido tenta mudar clt mulheres direito afastar trabalho durante periodo menstrual texto apresentado carlos bezerra preve empregadas fiquem servico ate tres dias empregador poderia cobrar compensacao dessas horas assim nao haveria prejuizo nenhuma parte segundo bezerra pois forca trabalho feminina estaria sempre melhor nivel produtividade acordo deputado estudo elaborado brasil constatou aproximadamente mulheres sofrem dismenorreia nome cientifico colica menstrual cerca enfrentam problemas trabalho causados colicas outros sintomas associados cansaco inchaco pernas enjoo diarreia proprio autor usa termo justificativa projeto lei afirma beneficio respaldo cientifico defendido medicos ginecologista ingles gedis grudzinskas ja existe ha decadas paises asiaticos japao china base reportagem jornal folha aprovada proposta acrescentaria dispositivo consolidacao leis trabalho trecho trata jornada mulher artigo clique aqui ler projeto lei
523,fake,policia nova zelandia atira cao farejador porque estressado angustiado caso aconteceu hoje aeroporto auckland nova zelandia cerca voos nacionais internacionais ser adiados questoes seguranca grizz cachorro raca perdigueiro alemao apenas meses idade sendo treinado policia farejar explosivos exigencias treinamento sobrecarregaram cao escapou policiais fugiu dependencias aeroporto durante quase horas perambulou pistas nao permitiu ninguem chegasse perto policia absoluta falta destreza excesso estupidez decidiu atirar animal lisa mulitalo aeroporto auckland relatou cao claramente angustiado oficiais tomaram decisao servico seguranca aviacao nova zelandia mike richards disse esforco tremendo tentamos tudo comida brinquedos outros caes nada funcionou nao deixava ninguem chegar perto entao oficiais aeroporto ordenaram policia atirasse grizz mataram reporter bbc questionou aeroporto sobre uso tranquilizantes seguinte resposta nao tinhamos armas tranquilizantes local policia tambem nao
524,fake,jornalista ironiza lula nao sabe quanto ganha mes grave precisa ajuda profissional vamos supor lula certo relacao acusacoes sofrido patricia carvalho brasilia vamos imaginar sendo vitima conspiracao vamos imaginar todos outros politicos estao sendo acusados saquearam cofres publicos menos vamos imaginar lula honesto nao ficou rico custas dinheiro publico vamos imaginar petista melhor presidente pais ja vamos imaginar sendo vitima complo pmdb psdb alguns outros partidos nessa situacao hipotetica acima citada lula praticamente semideus patricia jamais votaria nele proximas eleicoes cidadao nao consegue controlar proprio pode ter audacia querer controlar nacao milhoes habitantes pib r trilhoes hoje durante audiencia lula nao soube dizer quanto ganha mes grave precisa ajuda profissional sera sabe comeu almoco sera rasga dinheiro todo respeito nao estaria hora avaliar sanidade mental desse homem ah ja sei avaliacao vai ser solicitada defesa petista condenado juiz sergio moro unico trunfo ser usado escapar cadeia
525,fake,pgr envia pedidos inqueritos stf ja politico limpando gabinetes brasilia rodrigo janot enviou hoje trezentos vinte pedidos inqueritos stf desse total sao contra parlamentares ministros outros casos constam diversos indicios irregularidades pgr tambem pediu arquivamentos inqueritos proximo passo agora sera quebra sigilo ja pedida pgr devera ser decretada ministro edson fachin fonte brasilia disse advogados dentro congresso ja comecou desespero tanto politico digitando delacao premiada nao sabendo lista janot mpf policia federal fizeram deveres casa vez agora supremo tribunal federal brasil nao passado limpo ja sabemos sera culpa
526,fake,pec fim foro senadores nao querem perder mamata apenas assinaram requerimento ha exatos seis dias publicamos materia nomes senadores assinaram requerimento urgencia votacao pec fim foro privilegiado proposta emenda constituicao autoria senador alvaro dias outros altera arts constituicao federal extinguir foro especial prerrogativa funcao casos crimes comuns dia ultimo dia apenas senadores assinado requerimento randolfe rodrigues autor pedido alvaro dias autor pec otto alencar jose reguffe partido df ronaldo caiado ricardo ferraco paulo paim ana amelia ate inicio noite hoje outros senadores engrossaram coro urgencia votacao pec sao cristovam buarque ataides oliveira romario waldemir moka lasier martins joao capiberibe davi alcolumbre pedro chaves angela portela lidice mata flexa ribeiro paulo bauer armando moneiro eduardo amorim magno malta necessaria adesao menos senadores proposta votada ja pressao nao pode parar
527,fake,so peixe grande lista janot enviada stf ja nomes confirmados confira pedidos inqueritos enviados stf sao contra parlamentares ministros citados pgr estao luiz inacio lula silva pt dilma rousseff pt aparecem casos serao distribuidos instancias comuns foro tambem estao citados rodrigo maia presidente camara senadores aparecem pedidos abertura inqueritos aecio neves jose serra eunicio oliveira senador atual presidente senado romero juca renan calheiros edison lobao ministros eliseu padilha moreira franco aloysio nunes gilberto kassab bruno araujo tambem figuram denuncias janot
